"","x"
"1",1
"2",0.374346916726633
"3",0.775381889967156
"4",-0.977660872067137
"5",0.061512627302124
"6",0.53618888107014
"7",0.451289676342702
"8",0.892441424742466
"9",-0.851874486067895
"10",0.342468544802514
"11",0.559887390572465
"12",0.601580870338066
"13",0.68658057888138
"14",-0.938063391490804
"15",0.567924841948895
"16",0.526795751126259
"17",0.0609361132775789
"18",0.539131725934236
"19",-0.567655872134501
"20",0.210984923088685
"21",0.792180490604478
"22",0.563332981633006
"23",0.941319076110172
"24",-1.08394960003762
"25",0.399933907660293
"26",0.891908984195711
"27",0.516122721550692
"28",0.629407056184707
"29",-0.947139320091703
"30",0.348010408925123
"31",0.627848595980476
"32",0.531738374173997
"33",0.697850078037215
"34",-0.790137619052858
"35",0.293175980590384
"36",0.657559721027745
"37",0.658964674702277
"38",0.728099465299874
"39",-1.06036914325347
"40",0.354072982144182
"41",0.937582901082254
"42",0.394552855891176
"43",0.660741651754683
"44",-0.87448730564971
"45",0.508752007506522
"46",0.61056412072487
"47",0.656210027214206
"48",0.684876051020043
"49",-0.591598222166283
"50",0.274959280948466
"51",0.683689037737879
"52",0.463291795051951
"53",0.67708273970168
"54",-1.10120424784482
"55",0.27096878929578
"56",0.782291236048289
"57",0.622763158924315
"58",0.617665858365362
"59",-0.826268173972102
"60",0.604120138563872
"61",1
"62",0.374346915837992
"63",0.775381890161503
"64",-0.97766087224522
"65",0.06151262726411
"66",0.536188880845634
"67",0.451289675243153
"68",0.892441425098544
"69",-0.851874485868417
"70",0.342468543842798
"71",0.55988739058488
"72",0.601580870597008
"73",0.686580578154795
"74",-0.938063392171201
"75",0.567924841289351
"76",0.526795751497436
"77",0.0609361132868296
"78",0.539131725458328
"79",-0.567655872859334
"80",0.210984922369927
"81",0.792180490471358
"82",0.563332981697987
"83",0.941319076445809
"84",-1.08394960020426
"85",0.39993390757401
"86",0.891908984540918
"87",0.516122721006135
"88",0.629407056477891
"89",-0.94713932037253
"90",0.348010408848449
"91",0.627848596553264
"92",0.531738373460301
"93",0.697850077819529
"94",-0.790137619877803
"95",0.293175979834432
"96",0.657559721183653
"97",0.658964674859527
"98",0.728099464562173
"99",-1.06036914411601
"100",0.354072981326837
"101",0.937582900957868
"102",0.394552856425589
"103",0.66074165089276
"104",-0.87448730573405
"105",0.508752007419672
"106",0.610564120508644
"107",0.656210027303737
"108",0.68487605104631
"109",-0.591598222448621
"110",0.274959280758183
"111",0.683689037969903
"112",0.463291794016848
"113",0.677082738971851
"114",-1.10120424865062
"115",0.270968789175471
"116",0.782291235542534
"117",0.622763158596756
"118",0.617665858643749
"119",-0.826268174618202
"120",0.604120137975494
"121",1
"122",0.374346916668907
"123",0.775381889957023
"124",-0.977660872101575
"125",0.0615126272854469
"126",0.536188881085903
"127",0.45128967627158
"128",0.892441424745946
"129",-0.851874486081514
"130",0.342468544752031
"131",0.559887390554903
"132",0.601580870328478
"133",0.68658057884517
"134",-0.93806339151767
"135",0.567924841929415
"136",0.526795751150248
"137",0.0609361132618151
"138",0.53913172590926
"139",-0.567655872162975
"140",0.210984923046677
"141",0.792180490625012
"142",0.563332981606746
"143",0.941319076111569
"144",-1.08394960007189
"145",0.399933907639729
"146",0.891908984209509
"147",0.516122721519201
"148",0.629407056171635
"149",-0.947139320128455
"150",0.3480104089052
"151",0.627848596018428
"152",0.531738374128075
"153",0.697850078025952
"154",-0.790137619100924
"155",0.293175980544518
"156",0.657559721024351
"157",0.658964674682029
"158",0.728099465262866
"159",-1.06036914329776
"160",0.354072982105623
"161",0.937582901101684
"162",0.394552855906087
"163",0.660741651706608
"164",-0.874487305671542
"165",0.508752007478685
"166",0.610564120733226
"167",0.656210027191701
"168",0.684876050995587
"169",-0.591598222205065
"170",0.274959280919619
"171",0.68368903774887
"172",0.463291794981975
"173",0.677082739665673
"174",-1.10120424788515
"175",0.270968789267872
"176",0.782291236038087
"177",0.622763158913509
"178",0.617665858356178
"179",-0.826268174001403
"180",0.604120138547518
